name,googleId,latitude,longitude,googleMapsUri,websiteUri,address,shortAddress,phoneNumber,photo
Pennsylvania Place Apartments,ChIJzVv6_54phYARBvJRnhsMHn8,38.5515057,-121.73943019999999,https://maps.google.com/?cid=9159772004877988358,https://aorealtycorp.com/848/pennsylvania-place-apartments-for-rent/davis/95616,"911 Pennsylvania Pl, Davis, CA 95616, USA","911 Pennsylvania Pl, Davis",(530) 756-3355,https://lh3.googleusercontent.com/place-photos/ADOriq20DlgNqhG1Qpe7ifzFT0BCKR0I8zNG1p0-QY7Yyn5RV8IXy7FsUvnPHJJWX32NbROG4Oj_c0qmivoF5BCPJMXXLh4pretYEMQcMQ_yX3O9NXBXVvsReSct_GleJVBlkwv3vQU=s4800-w600-h400
Del Rio Live-Work Lofts,ChIJ5QTuJtQrhYARMc4o1yD7gPE,38.551885899999995,-121.7159882,https://maps.google.com/?cid=17402185078626897457,,"2779 Del Rio Pl, Davis, CA 95618, USA","2779 Del Rio Pl, Davis",(530) 304-7513,
Creekside,ChIJiXocb0ArhYARBge_UuDS4qA,38.5533748,-121.71186589999999,https://maps.google.com/?cid=11593060251707836166,https://jsco.net/property/creekside-davis-apartments/,"2990 5th St, Davis, CA 95618, USA","2990 5th St, Davis",(530) 750-7900,https://lh3.googleusercontent.com/place-photos/ADOriq0f830v2_2UuqGyOW-HsAHjtvYogwQqSTUE_7Ll03EArmCn4FnRBy6IyG0dbr_Etgoizrqj7iGh4hnskntW_4ajkhg9xtPRgp8G5yRKI5nM4qiLR4JKVZzlbVnydfUJEp8uoEJKTw=s4800-w600-h400
Twin Pines Apartments,ChIJuaOQwnQphYARsruxPRy6Cns,38.574205,-121.7480101,https://maps.google.com/?cid=8866103446889151410,https://www.twinpinesmutualhousing.com/,"3333 F St, Davis, CA 95616, USA","3333 F St, Davis",(530) 792-0400,
Brisa Villas,ChIJp3hZPGEphYARdM95vKoD9lE,38.5385829,-121.72394029999998,https://maps.google.com/?cid=5905911993184407412,https://brisa-davis.com/,"1600 Valdora St, Davis, CA 95618, USA","1600 Valdora St, Davis",(530) 758-2662,
The Trees,ChIJofDqwGkohYAR0LXKgdXMRn0,38.5476129,-121.78861789999999,https://maps.google.com/?cid=9027127720488383952,http://www.thetreesapartmentsdavis.com/,"510 Lake Blvd, Davis, CA 95616, USA","510 Lake Blvd, Davis",(530) 758-8733,https://lh3.googleusercontent.com/place-photos/ADOriq3FuawhE0Nc4egXw7hvpQpIE5aEgDa32-xXLpeyMin3SS7SGT-O8mXO-nbcYC16b6Yu3NOo-ymUKovGgZ72xl8moravLxBo2uYOlyWg9CCJEjH88hxj_Z34KcSsH65McA5x7Q4=s4800-w600-h400
The Edge Apartments,ChIJKymPxsUrhYAR73egFucVU4k,38.548624,-121.70258369999998,https://maps.google.com/?cid=9895276888524355567,https://www.theedgeaptsdavis.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GBP&utm_medium=organic,"4005 Cowell Blvd, Davis, CA 95618, USA","4005 Cowell Blvd, Davis",(888) 864-8935,https://lh3.googleusercontent.com/places/ANXAkqECnVDVjjxhgKffqBM_xUKgmjbYm9gygKCeginD1LmnV3qK2eFDL3FFjtGqqtIuvVeP2rB55MsvreRKGlU0hGinw4KRx3NFHtI=s4800-w600-h400
Third & C,ChIJ9x2RvbUphYARg8dkivwEZc0,38.5439497,-121.74388549999999,https://maps.google.com/?cid=14800241233123133315,,"330 3rd St, Davis, CA 95616, USA","330 3rd St, Davis",,
Muir Commons,ChIJKTTzf0cohYARcCj40vhPQ1Y,38.555968,-121.77940799999998,https://maps.google.com/?cid=6215899840811378800,,"2222 Muir Woods Pl, Davis, CA 95616, USA","2222 Muir Woods Pl, Davis",(530) 758-5202,
3rd & U Apartments,ChIJEwRBuQsphYAROAu8IVPAv9Y,38.543864299999996,-121.74628349999999,https://maps.google.com/?cid=15474298307949103928,http://collegetownrealty.net/prod03.htm,"223 3rd St, Davis, CA 95616, USA","223 3rd St, Davis",,
Walnut Terrace Apartments,ChIJ3ybeRNIrhYARwG_vxZUVQwg,38.5549581,-121.71008270000002,https://maps.google.com/?cid=595343308758151104,,"3101 5th St, Davis, CA 95618, USA","3101 5th St, Davis",(530) 771-2379,
Campus Manor,ChIJBZca6gsphYARxxyQIXocjrE,38.543292699999995,-121.7466654,https://maps.google.com/?cid=12794194902280838343,,"230 A St, Davis, CA 95616, USA","230 A St, Davis",,
301 Citron,ChIJI3lmq5MphYARJO6V9BPICpk,38.5426543,-121.7764783,https://maps.google.com/?cid=11027846625603481124,https://housing.ucdavis.edu/apartments/the-green/floor-plans/301-citron-street/,"301 Citron St, Davis, CA 95616, USA","301 Citron St, Davis",(530) 752-2033,https://lh3.googleusercontent.com/place-photos/ADOriq2nbu67WD10RxoiFf3QrQ5P7BtpcpbLZqlwzySdOcECM5nrIWKNv6WrgsCrke4EmSJIdTBw6dp4Xlxg17wAHT1sz7M6K0zziNfor5pNJphmEBiTvn5pI0dxrKqH4Cm_I0j2M1fxrA=s4800-w600-h400
Chestnut Place Apartments,ChIJQbeiLp0phYARtgcPtmZ3Spg,38.5536817,-121.73145249999999,https://maps.google.com/?cid=10973714725066442678,https://sites.google.com/view/chestnut-place-apartments,"1615 E 8th St, Davis, CA 95616, USA","1615 E 8th St, Davis",(530) 753-0695,https://lh3.googleusercontent.com/places/ANXAkqGm4paIdkViy7O1U2w5jErCadJggBw_Nvnw9pXgSNFwUkmvbH5_NknrbyI24TNy2nF8lT8K22ZJWpHDC4ux_jzGy74eZzae8FU=s4800-w600-h400
Saratoga West,ChIJeYS7zzkohYARrle8w6TWIXs,38.560055899999995,-121.77688699999999,https://maps.google.com/?cid=8872608744043468718,https://saratogawest.yolopropertymanagement.com/,"2121 Glacier Dr, Davis, CA 95616, USA","2121 Glacier Dr, Davis",(530) 297-0770,
Silverstone Apartments,ChIJpYvsN44phYARHSSzKG1kUUY,38.564516399999995,-121.72959870000001,https://maps.google.com/?cid=5066941475765560349,https://www.silverstone-davis.com/?utm_source=GMB&utm_medium=organic,"2400 Pole Line Rd, Davis, CA 95618, USA","2400 Pole Line Rd, Davis",(844) 884-1475,https://lh3.googleusercontent.com/places/ANXAkqGADOLMZNL9bDKQ0_YnDnlIujhzh3sa86Wni6SWFdF99fZ-9Rqv6zMpVqFEgmQoHURmBbTXv0KwMN3KKEJ5o8N6iuWQA-DKAnY=s4800-w600-h400
University Square,ChIJT4l_s3YphYARR-kwKoFk-cI,38.5457393,-121.73566539999999,https://maps.google.com/?cid=14049371018480380231,https://aorealtycorp.com/805/university-square-apartments-apartments-for-rent/davis/95616,"300 J St, Davis, CA 95616, USA","300 J St, Davis",(530) 753-3408,https://lh3.googleusercontent.com/place-photos/ADOriq095X3YcDPJj-6qMOXXVATJdUsxULfrqJcVDoaoJpbdOlHiFQ88b7Df56VkL0stNq0u5yviBHhYJNf-j8svCGcdIXnuoAqTO0blm8o4VZ4FO_GC--BBMSe-44ORgZBkGT-6Zs-f=s4800-w600-h400
Villa Verde Apartments,ChIJp7HrlOwphYARxJJgsgg3LW8,38.542944299999995,-121.7455806,https://maps.google.com/?cid=8011119822653919940,,"200-298 University Ave, Davis, CA 95616, USA","200-298 University Ave, Davis",,https://lh3.googleusercontent.com/place-photos/ADOriq00Vf4YpGR6TvundObzj9HOUsy6frKM8GYSNc86ZumyQ3YHlg78SLXfERDC0yLmcenCL8YNJexW_btSrp7VaM6oC7lwGzgiMEjy6S1PHPGVeOWlXmuPmgfd1KqTbOgB8MZsvfPVvA=s4800-w600-h400
Tremont Green,ChIJYTKz5KArhYAR4Et_ZIXj5RA,38.552204200000006,-121.6764712,https://maps.google.com/?cid=1217629436329806816,https://www.tremontgreenmutualhousing.com/,"5663 Marden St, Davis, CA 95618, USA","5663 Marden St, Davis",(530) 747-0368,
Piñon,ChIJzxE7PlMohYAR-uFZlhH_imA,38.5471408,-121.76661089999999,https://maps.google.com/?cid=6956653025429152250,https://www.tccproperties.net/property/pinon-apartments/,"555 Guava Ln, Davis, CA 95616, USA","555 Guava Ln, Davis",(530) 753-7555,https://lh3.googleusercontent.com/place-photos/ADOriq2ilaf5RfxDvf-TWGKCmVKC_iD_QrUn6UrrtU9DQ4kOPYshZLNXc1m_aFRE5pX39vD9vafIEovpbihEox2foV5eiGugVpAVaN4g_m3BRdWk5D5ye_TDu_27SwYoR1keoLg9nno9tg=s4800-w600-h400
El Macero Apartments,ChIJDZoKNrkrhYAR1HxBWuF_33E,38.549407099999996,-121.69275739999999,https://maps.google.com/?cid=8205417651950943444,https://www.liveatelmacero.com/?utm_source=apartmentseo&utm_medium=gmb&utm_campaign=organicmaplisting,"4735 Cowell Blvd, Davis, CA 95618, USA","4735 Cowell Blvd, Davis",(530) 657-0375,https://lh3.googleusercontent.com/places/ANXAkqGpmnpg8PVxEPjHJ4S2Qw0flOFg5kr1t_Svn87UCBnxNSlVb6ZhUOCzKAI5WuOJU9_Szt2yoSf-hlegKX4H1ROYnY3iIA2IxQA=s4800-w600-h400
Apartment,ChIJR2ndRxcphYAR7MpQgz3VTQo,38.5413407,-121.77702049999999,https://maps.google.com/?cid=742483973758831340,,"2231 Jade St, Davis, CA 95616, USA","2231 Jade St, Davis",,https://lh3.googleusercontent.com/place-photos/ADOriq2ttguxFJJlpI6F_5heF4nL2ESClPgt1L2WBO8fBFrPTl16YZzyqLirT3jNLc-MNGBlm2c1LHjGQbwEpiOnpeB5fGiv8F4Q37RlYRPWi2O62m7QXwtodTVWO-_HDsXkQ8BoxIr1=s4800-w600-h400
Sol at West Village,ChIJwxvYcVYohYAR1jUlI_m1sqk,38.540895,-121.7711453,https://maps.google.com/?cid=12228036019905443286,https://www.solatwestvillage.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB,"1580 Jade St, Davis, CA 95616, USA","University of California Davis West Village, 1580 Jade St, Davis",(888) 413-6053,https://lh3.googleusercontent.com/places/ANXAkqGX2N33OHlKGtBvQ5_iuQZx4wbW32TS00ZmQGgjp00Vp58RcDLI-s9Oj5jN52Y6I3NjCATsERratBqzOvPhO4AAewuQiKXNJu0=s4800-w600-h400
gps,ChIJU2dET7gphYARU4KZf_oAHHU,38.5428917,-121.73515289999997,https://maps.google.com/?cid=8438620877668057683,,"1220 Olive Dr apt 141, Davis, CA 95616, USA","1220 Olive Dr apt 141, Davis",,
Aspen Village,ChIJLV7WpzgohYAR52Khg4WZ9Os,38.5554279,-121.78156020000002,https://maps.google.com/?cid=17002383291948557031,https://aspenvillage.yolopropertymanagement.com/,"2323 Shasta Dr, Davis, CA 95616, USA","2323 Shasta Dr, Davis",(530) 758-2505,
"Adelante, a Mutual Housing Community for families with young children",ChIJi7AjsgUphYARurQ0NIjrzig,38.548741,-121.72481119999999,https://maps.google.com/?cid=2940546576943461562,https://www.adelantemutualhousing.com/,"2050 5th St, Davis, CA 95618, USA","2050 5th St, Davis",(530) 746-7957,
山葵村（戴维斯分店）,ChIJC05NRwAphYARM6fcGYh_CnY,38.5375958,-121.72442219999999,https://maps.google.com/?cid=8505751068768773939,,"1701 Evergreen Ct, Davis, CA 95618, USA","1701 Evergreen Ct, Davis",,
Oxford Parkside,ChIJ2_abKFMohYARKPW88Pn-Y24,38.5481607,-121.76569149999999,https://maps.google.com/?cid=7954481716305655080,,"1424 Wake Forest Dr, Davis, CA 95616, USA","1424 Wake Forest Dr, Davis",(530) 758-3100,
翻斗花园超绝牛爷爷的房间,ChIJMbVYBQAphYAR34H9gH5LM_U,38.5413318,-121.77594719999998,https://maps.google.com/?cid=17668548769806647775,,"2145 Jade St, Davis, CA 95616, USA","University of California Davis West Village, 2145 Jade St, Davis",,
Le Tournesol,ChIJUWysgkQohYARlmV00WwHuPc,38.5473636,-121.78236779999999,https://maps.google.com/?cid=17850025287034889622,,"2640 Portage Bay E, Davis, CA 95616, USA","2640 Portage Bay E, Davis",(530) 758-2462,
Shauntel's,ChIJJYJyT58phYAR2rHXqEpMm4E,38.5601604,-121.7786228,https://maps.google.com/?cid=9339142135826854362,,"2225 Glacier Dr, Davis, CA 95616, USA","2225 Glacier Dr, Davis",,
Primero Grove,ChIJY37vFqgphYARYXs50LDjJ5E,38.5453778,-121.7558956,https://maps.google.com/?cid=10459579008138443617,https://housing.ucdavis.edu/apartments/primero-grove/,"Primero Grove, Davis, CA 95616, USA","Primero Grove, Davis",(530) 754-8455,https://lh3.googleusercontent.com/place-photos/ADOriq1UXkxF0wMxcSv6MF-dPermDopAaElQ9xlyjuHdmqDLshoUYf9TmIqMJNHhgE66r4WC94X9yGA69Zchhn9v2Xe6fCj8fkxSgCTLpwc6j2NfUl7HuYBe84Y_-48Mlzn0BkMAydYlQw=s4800-w600-h400
“The Lofts”,ChIJvygaBykphYARFLPSeajr5AU,38.5423427,-121.74097440000001,https://maps.google.com/?cid=424723373710553876,,"105 E St, Davis, CA 95616, USA","105 E St, Davis",,https://lh3.googleusercontent.com/place-photos/ADOriq2WSd0lK9ZSzVfdeG9X84ntPJT6zw9UrunquBhAlC5IiM-XAivTLvBgiPli6fJbPwGL_lmeykQYaoqEBuS59cTfM6RQOwg2_9_IIGfNeMfJnm5swCB80MEuKBVMCnUemHDXlNJq=s4800-w600-h400
Wake Forest,ChIJDYgP3awphYAR0Zq08azU7Y4,38.548201399999996,-121.7634292,https://maps.google.com/?cid=10299121762120800977,https://www.wakeforestdavis.com/?utm_source=GMB&utm_medium=organic,"1313 Wake Forest Dr, Davis, CA 95616, USA","1313 Wake Forest Dr, Davis",(530) 756-2555,https://lh3.googleusercontent.com/place-photos/ADOriq2xChEdQYw3diUyaV7wy4EEbDJsMmeBy2xwDKtLPGIc_ihjAbpxu52DnowsTPYT3YBi6rhKhwjLvoa5_FdRqRQ_Ar0r_ugej24P41x89YerrlH7FhNjVeWFfjq5Sa-PQiUj2g8=s4800-w600-h400
UC Davis Apartments,ChIJJyRSafYphYARlr1GrskGpN4,38.540570699999996,-121.7768311,https://maps.google.com/?cid=16042955235882614166,https://housing.ucdavis.edu/apartments/the-green/,"187 Mint St, Davis, CA 95616, USA","187 Mint St, Davis",(530) 752-2033,https://lh3.googleusercontent.com/place-photos/ADOriq2ZpTGzzmjinlu6kr2EwX_0ClFcxzct9SgOjgKU96VA_3GFzAjVAcWLn_kQOhozPniufWQcu_N2YzK_rVVqR4_jGVPHD80oc-QInnm6rXOgTM4Jo0ZNRN3nnLMMD5jUqm2QrXoq=s4800-w600-h400
Parkside Apartments,ChIJ8ZuJT70phYARATCgBxyCKWQ,38.5580366,-121.7434179,https://maps.google.com/?cid=7217442934736564225,https://www.parkside-apartments.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GMB&utm_medium=organic,"1420 F St, Davis, CA 95616, USA","1420 F St, Davis",(833) 752-6201,https://lh3.googleusercontent.com/places/ANXAkqFNMs57WX6ZzIL5z7fBaHd-oNl8F0KPWMkR7iBWrpNlC60hyTb4ba0vuIgKo85q_DOPSBs6-MqFpilj9l9vAlKUK9o6f22pZvY=s4800-w600-h400
Becerra Plaza,ChIJ52e7BsUrhYARK30RdYzWWAI,38.5479512,-121.705486,https://maps.google.com/?cid=169120884774239531,http://www.accessiblespace.org/becerra-plaza-apartments,"326 Becerra Way, Davis, CA 95618, USA","326 Becerra Way, Davis",(800) 466-7722,https://lh3.googleusercontent.com/places/ANXAkqFRne2VpH8DXAWYrSUjKj9qCnuWSAss0A2kCa_Su4qQ8WSR4dE8c2bbX3T218f4_BSfD8rH9WGSfI1-nbeEa_XMCcECj74upO4=s4800-w600-h400
Aero Apartments,ChIJidXngbYphYARi8JqrRY1Rv8,38.5594813,-121.7594912,https://maps.google.com/?cid=18394448099556377227,https://www.sterlingpointeapartments.com/,"1805 Anderson Rd, Davis, CA 95616, USA","1805 Anderson Rd, Davis",(530) 564-0115,https://lh3.googleusercontent.com/places/ANXAkqGaOEdzDAem1iQq_Kx_r1R92MORxpL1dIMeqJLyx7g6vKGpWboA-oGtnK9lR_vu8bvpN1nbYczgSrTObVCM2Zfts_Uui4MEoAY=s4800-w600-h400
Sequoia,ChIJ01we0TQohYARHqqBUfBqD1U,38.5627462,-121.76589290000001,https://maps.google.com/?cid=6129235198266681886,http://www.sequoiaapartment.com/,"2255 Sycamore Ln, Davis, CA 95616, USA","2255 Sycamore Ln, Davis",(530) 756-9592,https://lh3.googleusercontent.com/places/ANXAkqGkgO8W-IRJsunDmQ93isjMSsrxfRGodsvpmhUzg6d7-jgVl7yBJcKEggC1JzL_HbeF9h0rXYJFSqLiTYkJFht5S-bZfyVxCrg=s4800-w600-h400
Mission Villas Community,ChIJvWj1c3ophYARW-xR8Dh-l5c,38.5433331,-121.74484170000001,https://maps.google.com/?cid=10923338204225596507,,"225 B St, Davis, CA 95616, USA","225 B St, Davis",,https://lh3.googleusercontent.com/place-photos/ADOriq0HahrGlDDkQrq-xSQJfFdcfFfR5g_4yZBZcMVx6sc3xb7W0XkI8Hrj_NU9WCJI-YeSE03VaX_th-NNFolFGRs_7nyc_TmViJczeQpGYZQsZbo4iyUcxmKAdUF0qO3fOSwtaK3r=s4800-w600-h400
Owendale Community,ChIJhTds8NkrhYARKcRAhziJxLQ,38.5465051,-121.7143802,https://maps.google.com/?cid=13025686898142659625,https://www.owendalemutualhousing.com/,"3023 Albany Ave, Davis, CA 95618, USA","3023 Albany Ave, Davis",(530) 753-2573,https://lh3.googleusercontent.com/place-photos/ADOriq3D3BjQfxza7vVuIJz6PgJNmmmii9mDjxHSXo49VialrE-rsn5EXxBw9-YXEXZBjlE7jFrfN9hEm7MyNj6t8SVI9xsbVUSOMyN5Cm0juyrb4NuufjEsEAgzJzF51cWbaq2sI4H4=s4800-w600-h400
Hanover Place Apartments,ChIJH6PoxrYphYAR5uVqMi56PY4,38.5586421,-121.75724089999999,https://maps.google.com/?cid=10249482665798067686,http://hanoverplaceapts.com/,"1740 Hanover Dr, Davis, CA 95616, USA","1740 Hanover Dr, Davis",(530) 758-7320,https://lh3.googleusercontent.com/places/ANXAkqF4219u0KgE35E9ZiLVMbsMPlKOZ-EalOQryoklNBx-dKcg-5R1s7s5ylfUI_qJO02XjZcmlGwsxalJOZetOoNDBdbPFw0v6J0=s4800-w600-h400
Kings & Queens Apartments,ChIJN4T-a58phYARqWQy6lyj1WQ,38.5518175,-121.74125259999998,https://maps.google.com/?cid=7265893193293653161,https://www.simmonsre.net/newpage,"801 E 8th St, Davis, CA 95616, USA","801 E 8th St, Davis",(530) 753-9609,https://lh3.googleusercontent.com/places/ANXAkqEFt7IWMo0uKRbmMOtGER97plb6_S1pKQtnlcF50YCSINO4bAlyE14xzgXlKhpVQjSKdlVGLklPjclFw2S39zwJoaPjZ96eDfI=s4800-w600-h400
Windmere Apartments,ChIJZ3TMItIrhYARSBIXe_764js,38.553505,-121.7100136,https://maps.google.com/?cid=4315287363868103240,http://www.chochousing.org/windmere,"3100 5th St, Davis, CA 95618, USA","3100 5th St, Davis",(530) 757-4438,https://lh3.googleusercontent.com/place-photos/ADOriq0RcQp5NrVl34tp_o2ecstLF5NYcvEfq2xAVh_xTzaXT7B56d83uQpyT0RNB9ouMoW7Jp7lYgsG8ybHEDPDOtTjQ7SlTkWyTZDK0KNNK5AmVzEJNINOl7tuzTkjRctvCykKk-iK=s4800-w600-h400
Woodside Apartments,ChIJnwQLXp8phYARzleb14tQofo,38.552068399999996,-121.7419302,https://maps.google.com/?cid=18059804542280357838,https://www.tccproperties.net/property/woodside-apartments/,"808 F St, Davis, CA 95616, USA","808 F St, Davis",(530) 400-8685,
纯爱甘露寺,ChIJlXYhEgAphYAR8VgScZJSWl0,38.5386734,-121.77136859999999,https://maps.google.com/?cid=6726779782346987761,,"Hutchison & Sage (NB, Davis, CA 95616, USA","Hutchison & Sage (NB, University of California Davis West Village, Davis",,
Glide Terrace Apartments,ChIJYe78qrsrhYART2S2XuISoqI,38.5526029,-121.68834799999999,https://maps.google.com/?cid=11718949943832372303,,"5101 Glide Dr, Davis, CA 95618, USA","5101 Glide Dr, Davis",,
184 Horizon,ChIJD98rX00phYARGRoSFcTuxgo,38.5405844,-121.7786625,https://maps.google.com/?cid=776570511702497817,https://housing.ucdavis.edu/apartments/the-green/,"184 Horizon St, Davis, CA 95616, USA","184 Horizon St, Davis",(530) 752-2033,https://lh3.googleusercontent.com/place-photos/ADOriq249g0T8zGxJ1Rsj46nyqQcQEUvOo1WRYOVcRE5oU1U_sv4IJBwRPfgfMj27FB9UbH0oVRVstNjyFh6B1fkNqdleZaCLtttpK6yLcQWMjTAG7O8mRIv24GE3NKUKCH3_WXjfeSH=s4800-w600-h400
Parque Plaza,ChIJp6z6F7YphYARG30IyGbg5P8,38.5614876,-121.7578088,https://maps.google.com/?cid=18439109506408938779,https://www.simmonsre.net/parque-plaza,"690 Alvarado Ave, Davis, CA 95616, USA","690 Alvarado Ave, Davis",(530) 758-0690,https://lh3.googleusercontent.com/places/ANXAkqGjeoMlZ-2V26Wg07ey-M0w3OnEJAO8DFD0kNCeymEGFgbd8J22KJdNKv8jbtsnDnd94HAo3lC637Hc4oISF9NEX2W-fKZSeQ=s4800-w600-h400
Drake Apartments,ChIJA27O17UphYAR2DQ6ud_s-fY,38.5603955,-121.76097340000001,https://maps.google.com/?cid=17796515848160687320,https://www.thedrakedavis.com/,"919 Drake Dr, Davis, CA 95616, USA","919 Drake Dr, Davis",(530) 756-6465,https://lh3.googleusercontent.com/places/ANXAkqEYEL-vylfAMwEo0mhKy06vGED2Nb1k4mawFiBN_tAa0KUdFMoVWSB9GWrOzUvecwfhk_-rmYJENZgkzfs8JGkgthbP18JTWek=s4800-w600-h400
Tuscany Villas Apartments,ChIJFQK57n8phYAR0txZeLRVBY8,38.554021,-121.72053299999997,https://maps.google.com/?cid=10305737555908877522,http://www.chochousing.org/tuscany-villas,"2526 E 8th St #203, Davis, CA 95618, USA","2526 E 8th St #203, Davis",(530) 757-4443,
Arrowhead,ChIJdSnPZL4phYAR2MYiRzDjYBg,38.5623846,-121.74472050000001,https://maps.google.com/?cid=1756653651165890264,,"Bueno Dr, Davis, CA 95616, USA","Bueno Dr, Davis",,
Dowling Properties,ChIJw025TAsphYARr_bxEUUoFTs,38.544578099999995,-121.7423211,https://maps.google.com/?cid=4257353299867596463,https://davisca.com/,"503 3rd St, Davis, CA 95616, USA","503 3rd St, Davis",(530) 753-1000,https://lh3.googleusercontent.com/places/ANXAkqFtke9cDHapuze62jAH0SD64wF_pKa9wsQ_phQXxcAG_y7cSYajrPrfi9UaVhvInksvzeFOouxF9H0YzLBLJJ7uy_Vse2qKYxo=s4800-w600-h400
